"subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"11" 11 0.265657660189873 -0.0186192221458228 -0.109011135172468 0.691865792408228 -0.00146264861189873 0.0678917465929684 0.070787498813924 0.0109248075321519 0.0014939368723038 -0.0431556946275316 -0.0677841417279114 0.0982564701704114 -0.092075188391076 -0.0573031081497785 -0.0618113945711076 -0.529911266094937 -0.529911266094937 -0.629196155205696 -0.574541866718038 -0.743636505060127 -0.60712459142943 -0.511895067325949 -0.644633678001582 -0.636376132607278 -0.611401108802215 -0.729763464879747 -0.638674150614873 -0.678834841062025 -0.635628357155063 -0.567110698929114 -0.598356259626266 -0.670168140600316 -0.759520789600633 -0.594681467983861 -0.484209835597152 -0.586536827768829 -0.971465350316456 -0.955244153924051 -0.93875925721519 -0.618010204628165 -0.588507025443038 -0.749132491111076 -0.685102154718354 -0.653348248553481 -0.646809393321456 -0.710493719281329 -0.762556240133418 -0.735642586677215 -0.576289941680696 -0.576289941680696 -0.605236190007595 -0.62716562057057 -0.756564515234177 -0.591148602553797 -0.503834535301994 -0.590505396345253 -0.633632303397468 -0.591703344222785 -0.76744918085443 -0.702264876018987 -0.644266071375949 -0.684503511028165 -0.649376115622785 -0.617502639496835 -0.666141589431013 -0.771059841903481
"12" 12 0.2703734736875 -0.0169306277287281 -0.1068328715125 0.63123772375 0.0269501541715625 0.122447689572344 0.0716134523846562 0.0154563291651844 -0.00231591777862813 -0.04668441389367 -0.0675933001845625 0.0809777855725 -0.101392554730625 -0.050942337691875 -0.0507069122149063 -0.614107656695812 -0.614107656695812 -0.693120913918 -0.650999661526875 -0.790564375297187 -0.6789238482 -0.58643769246375 -0.710137780490313 -0.702022958343125 -0.664253780783469 -0.779331578659375 -0.706445575184375 -0.744114485477156 -0.692601836159688 -0.642911783276563 -0.665437308598125 -0.7293689178325 -0.805934400529875 -0.670475878459375 -0.565247209893437 -0.66815161398625 -0.9738792909375 -0.959970768625 -0.9446770644375 -0.688369187978125 -0.647137289878719 -0.796353096021875 -0.7486534853625 -0.718072781642813 -0.701495359728125 -0.7581694231625 -0.814232655678125 -0.773879105952187 -0.650987100177562 -0.650987100177562 -0.673179952284375 -0.69596613466625 -0.80394287585125 -0.668150265494063 -0.582977830944281 -0.673304495388062 -0.702249899082813 -0.653055125890938 -0.81214921345625 -0.763618226542813 -0.70768235581875 -0.73301784618375 -0.711431916365625 -0.685791153413656 -0.7281594401 -0.8159877613625
"13" 13 0.270109817003058 -0.0165393254818349 -0.107178612333333 0.619185832966361 0.0256816072006116 0.110795839633028 0.0847192510687462 -0.000196790322171255 -0.00520616955615291 -0.0414189084730581 -0.0633424679296636 0.0978823232039755 -0.104438597901835 -0.047421445542844 -0.0654851179863608 -0.548356766355963 -0.548356766355963 -0.642357468315902 -0.59937606034526 -0.753594818975535 -0.624767042155963 -0.524252653474006 -0.661695484281346 -0.653049728565443 -0.614043340441896 -0.736869713272171 -0.662765560465443 -0.701812583403578 -0.640071120674006 -0.587488613496942 -0.610194977020489 -0.68808855741896 -0.769941282925994 -0.613668884738838 -0.498608669885474 -0.609861351369725 -0.971080446116208 -0.962094425504587 -0.941997779495413 -0.63722177337474 -0.59117909363208 -0.756902319553517 -0.712361879125382 -0.674619949621713 -0.648708185410153 -0.721848113099083 -0.776883270309786 -0.735523675868502 -0.596638313146789 -0.596638313146789 -0.61878902721682 -0.653302310659633 -0.768024871816514 -0.610789358606116 -0.51859317987156 -0.615311152806116 -0.653858034454893 -0.594453447637003 -0.775707245165138 -0.730338226782875 -0.664742765654679 -0.686258368883792 -0.666432157510887 -0.632969711995413 -0.693352632718349 -0.782543736717431
"14" 14 0.269332800309597 -0.0174100342288545 -0.110651956377709 0.685770732359133 0.0129347791560372 0.0863333382012384 0.0875689907671827 0.00264210647764706 -0.00061270372365325 -0.0303106682300929 -0.0722407032938081 0.0932454465244582 -0.0955856927498762 -0.0370037672024149 -0.0422276604948297 -0.565360659582972 -0.565360659582972 -0.658517684256966 -0.617517552417957 -0.770409833650155 -0.634348089080805 -0.55403365730805 -0.67324062544582 -0.665017537608049 -0.641387839425697 -0.748874644928793 -0.675283725325697 -0.71851397219226 -0.65758986417678 -0.5998915335387 -0.631989794947368 -0.706194878003096 -0.789067955541486 -0.62224227853065 -0.523496379128483 -0.62375557608743 -0.972371610154799 -0.963140364117647 -0.946986868482972 -0.646859870234056 -0.619107218372074 -0.768446200591641 -0.72349934286904 -0.694030775164087 -0.668104053148607 -0.73274827077709 -0.796004658473684 -0.751555865411765 -0.606951745191022 -0.606951745191022 -0.634354979925697 -0.667494953094675 -0.7860690399613 -0.618856899013932 -0.539203756631269 -0.629266170887307 -0.660032230500619 -0.621166343611703 -0.786907794334365 -0.740528158034056 -0.685312141891331 -0.703684629272446 -0.673267929545511 -0.640203966991022 -0.701534369068421 -0.797952537080495
"15" 15 0.275435005823171 -0.0170069710288537 -0.106817322785091 0.693008773426829 -0.0194944957341463 0.0725075046067073 0.0829089327706098 -0.000461894569609756 -0.0206248406677896 -0.0281494132061585 -0.0717969214939024 0.0908960096721951 -0.101704315276829 -0.0398768648230793 -0.0484014132158537 -0.530091241259451 -0.530091241259451 -0.628315493143293 -0.599517608051829 -0.750490850585366 -0.604699148900915 -0.515725361911585 -0.645515743742378 -0.638007997324085 -0.61015617367186 -0.726084010615854 -0.666607730807622 -0.692821611944817 -0.623863574696951 -0.576517029184756 -0.601434613078476 -0.694717975847561 -0.771016224530488 -0.590587743322954 -0.488773036015854 -0.591498507982927 -0.970946875945122 -0.96202176554878 -0.945752853353659 -0.619990621654573 -0.587487011847287 -0.745308745283201 -0.719256584231707 -0.671579372728506 -0.630496430637195 -0.720780558060366 -0.775126482966463 -0.724456177536585 -0.583693931601524 -0.583693931601524 -0.610384977569207 -0.66704411081128 -0.769483386125 -0.58644510895061 -0.508320119366524 -0.596664224093415 -0.635666761753506 -0.591382918283841 -0.763274509887195 -0.737633069969512 -0.664263743769512 -0.668151149197256 -0.653959687740854 -0.625655584620427 -0.707852146076585 -0.784810053810976
"16" 16 0.277442116120219 -0.0189498442322678 -0.111799318651093 0.698938070185792 0.0052152648704918 0.0735074304882514 0.0768987338990984 0.0128174339113661 0.0138692664121721 -0.0361392402972678 -0.0671776720084699 0.0834480295038251 -0.0879289426689344 -0.0454127920848361 -0.0594591934752732 -0.557542573014208 -0.557542573014208 -0.645172971801639 -0.598236494585792 -0.754509465835519 -0.622983589973497 -0.531638301380465 -0.660661063281421 -0.65457858933306 -0.624451023168033 -0.737770571867213 -0.666378115933607 -0.695796269359891 -0.647426857413661 -0.586036481807377 -0.614527399495738 -0.693139860693771 -0.772736717846994 -0.614884030138798 -0.509774565036885 -0.617053445805546 -0.972129635355191 -0.960345126693989 -0.948660015437158 -0.636377934556831 -0.60322403310929 -0.758808773393443 -0.712507961897814 -0.671077108007104 -0.656164490504645 -0.726206791038251 -0.774870104576503 -0.743778660652186 -0.598526585565235 -0.598526585565235 -0.621753495401913 -0.661649551752459 -0.77102347963388 -0.613107658671721 -0.530934377663115 -0.625501546737978 -0.65038669360082 -0.607509796443817 -0.77887962875 -0.729333076094727 -0.661691730257186 -0.692284725988798 -0.669374659651885 -0.634371366619617 -0.701848609543443 -0.785776866491803
"17" 17 0.27718777875 -0.0194616558129049 -0.111364151548641 0.655310052282609 -0.00990368239592391 0.0924909997492391 0.0643474400521196 0.00284713322453804 -0.00149471514222554 -0.0167114381186957 -0.089632471367663 0.0792547642819837 -0.0974799083557065 -0.0350122383242391 -0.0583332926724728 -0.559500081068614 -0.559500081068614 -0.651875092557609 -0.619158387999049 -0.762417022874728 -0.632702860536413 -0.544441711326087 -0.668362372706522 -0.662102446923913 -0.631425608938587 -0.742445864475544 -0.672780880010326 -0.716422839752717 -0.654237087670109 -0.598762741693478 -0.622389903076821 -0.703992342690217 -0.780503308855978 -0.620343973971739 -0.51608959888125 -0.622433836467935 -0.973140115407609 -0.957915305217391 -0.941923537771739 -0.644104976680163 -0.610676248430978 -0.759985691998641 -0.726334085529348 -0.698267895945652 -0.658159758212772 -0.726158874306793 -0.787190410577717 -0.743285907131522 -0.608230693396467 -0.608230693396467 -0.627015115250272 -0.674769343622826 -0.775720627651467 -0.616659741551413 -0.533493955004103 -0.629262273513587 -0.65777552862494 -0.615112521786685 -0.776468425839674 -0.744956297584239 -0.692611014300815 -0.692662486163043 -0.676295705708424 -0.63638237335625 -0.713634698565217 -0.786307201536957
"18" 18 0.278047875247253 -0.0163878558583159 -0.109649204526923 0.690173725758242 0.00959734878569231 0.082690364665522 0.076166379213544 0.00372256622084615 -0.0148685175381319 -0.0171631127724725 -0.081706601196456 0.079059839520055 -0.103223731789011 -0.0364847185774725 -0.0515948649818956 -0.567947984000951 -0.567947984000951 -0.657286847867308 -0.610889454934121 -0.767368216527473 -0.641647747313736 -0.543027180943956 -0.678481482099176 -0.668392554527445 -0.632572968395879 -0.754669306733517 -0.677599508968132 -0.712020589840934 -0.651142895477198 -0.612593741093407 -0.63242402435522 -0.700771608088736 -0.785683593742225 -0.631656094725824 -0.515758921958462 -0.624476294451923 -0.971511435576923 -0.95993850021978 -0.949090158928571 -0.651099854867308 -0.610724663306868 -0.772158694494505 -0.723491009637363 -0.682512958601648 -0.653774408340824 -0.735692486225275 -0.792208626708901 -0.745096241208516 -0.621676740247088 -0.621676740247088 -0.639951633846154 -0.666012330382967 -0.7848033915 -0.629002668387363 -0.533375539026813 -0.627038144932692 -0.665031258697225 -0.613591419643352 -0.788563926607143 -0.739834868456044 -0.670793960452473 -0.688453900538462 -0.686559355409341 -0.653011798147418 -0.702672605895604 -0.799633242576923
"19" 19 0.284353466333333 -0.0172728427611667 -0.108826835442778 0.587652155394444 0.0339514401551944 0.117894322992694 0.0882469183235139 -0.00781135144641667 -0.00579957852909444 -0.0295853041051111 -0.0780774536247222 0.0900907573575 -0.102907528074444 -0.0252011094823611 -0.0632816891844444 -0.577881176184722 -0.577881176184722 -0.665617426404667 -0.621425842962778 -0.773655356277778 -0.643382677005 -0.559976087415861 -0.683538738757 -0.677400850502222 -0.644447189499722 -0.755862819838889 -0.687870728530556 -0.717985908755556 -0.654320269320278 -0.614642791402778 -0.641173192866278 -0.712317562525556 -0.789919732140556 -0.632733078666111 -0.538191633872222 -0.633830765725 -0.970729949861111 -0.963921034194444 -0.951933229861111 -0.660120757564333 -0.623061500411111 -0.772663431172222 -0.735755689663889 -0.691573084173889 -0.665135509310278 -0.744486505329722 -0.796864854180556 -0.7489802611 -0.623033961769444 -0.623033961769444 -0.648873563578722 -0.680003169906389 -0.789348126839722 -0.629715582867111 -0.557344390904444 -0.638030358340583 -0.672974977537258 -0.625784209801528 -0.788296947502778 -0.752587997183333 -0.681640532533333 -0.7008647594825 -0.687630279122222 -0.661896603979167 -0.716353298916667 -0.804392543188889
"20" 20 0.282782307966102 -0.0179724752581073 -0.107235319510734 0.675816224508475 0.00498543739081921 0.105608138664887 0.0608618219186441 0.00968907724677966 -0.0111538668059492 -0.0312767644391525 -0.0750310707039548 0.0830396164375424 -0.0989270682594915 -0.0256512490467797 -0.0528465566375706 -0.56759914515565 -0.56759914515565 -0.653406723588136 -0.621262551238136 -0.768219675841808 -0.636014906456921 -0.537189261921497 -0.677351659455735 -0.663764113836723 -0.621349519852825 -0.75150281259322 -0.680176712946328 -0.720656332409604 -0.648658433261299 -0.600014672555932 -0.62435894269209 -0.707094116854802 -0.785770798118644 -0.625568727068362 -0.513042560848305 -0.631487831098588 -0.97462664200565 -0.964246752062147 -0.951303738502825 -0.647763232485876 -0.598435438001412 -0.770258024748588 -0.729126800983051 -0.694760783850283 -0.659142410612994 -0.731158185751412 -0.79687178614661 -0.741927653638418 -0.609679443146412 -0.609679443146412 -0.631081728494548 -0.673113587873729 -0.785618132341808 -0.623115264874294 -0.532543828949435 -0.637543997822514 -0.663061448537288 -0.601037464029944 -0.787711403048588 -0.746310030152542 -0.684866208742938 -0.695842743014124 -0.677468777603107 -0.642613936467232 -0.709315569254237 -0.801367936178814
"21" 21 0.288248309093137 -0.0189811811926005 -0.109909385447549 0.660157024220588 0.0216281409119608 0.0961246655046569 0.0752714641417402 0.0115863704076716 -0.0275826613885833 -0.0293257326257794 -0.0781547673916667 0.0940893166338235 -0.0983255395648529 -0.034896385902402 -0.0599866437301471 -0.564574940668824 -0.564574940668824 -0.649495113985368 -0.618930694198039 -0.760053971019608 -0.629206599247794 -0.542905891828039 -0.671038567993627 -0.65866478103777 -0.626623645327941 -0.74502774116049 -0.681302826954191 -0.698008678823774 -0.649824488761275 -0.600409921871324 -0.623949597943627 -0.699517155058333 -0.776788777156863 -0.621972616081127 -0.521963192228186 -0.620694509635539 -0.973676641936274 -0.963287594240196 -0.949581923014706 -0.643579012630882 -0.605057907074387 -0.763835420297059 -0.731985275689951 -0.674044059941054 -0.662928859586765 -0.738973458440931 -0.778544204473774 -0.740728832688725 -0.612471607655147 -0.612471607655147 -0.63250479203848 -0.666647328796078 -0.774531844541912 -0.620588124541054 -0.542574012022059 -0.626262553617892 -0.660332884581544 -0.608851236087647 -0.781595431795343 -0.749589964031863 -0.665961482619118 -0.699962195843137 -0.680995315995833 -0.646765094906618 -0.704821897757353 -0.788162158193627
"22" 22 0.289239273239875 -0.0168941208107788 -0.111397690338386 0.650779246199377 0.0259675629112773 0.10773705491848 0.0802731320865732 -0.0036623589182243 -0.0189867751091511 -0.0435322595157321 -0.068562715084081 0.0891160618605296 -0.0981019753784735 -0.0234984345764486 -0.0493496272072586 -0.565319757378816 -0.565319757378816 -0.660308282934579 -0.618939064304361 -0.772620474109034 -0.633809784938318 -0.551857318521807 -0.682956266803738 -0.664521972496262 -0.638634243973209 -0.757630503115888 -0.683058318675389 -0.716428936149844 -0.660169737902399 -0.598600468049439 -0.630857170448037 -0.709749388022336 -0.79160438035514 -0.621397955719003 -0.525607680867913 -0.635011437514019 -0.969757967694704 -0.957038707507788 -0.942353967975078 -0.648295098547352 -0.617637911557944 -0.776603177429907 -0.732557445439252 -0.692745595643925 -0.664123002862928 -0.738602873311527 -0.797966557975078 -0.748253463105607 -0.607435815403427 -0.607435815403427 -0.637976872202492 -0.673705545148598 -0.790330497383178 -0.617788132830841 -0.543531298489439 -0.640187662086916 -0.663352346029907 -0.621203626031153 -0.794416968934579 -0.749872133397196 -0.683997623280374 -0.69809525141433 -0.674846506569782 -0.650428098135826 -0.708455639208411 -0.804185018604984
"23" 23 0.287214591801075 -0.0158531372399973 -0.109512318632796 0.675704914188172 0.00949016670887097 0.0934823642262366 0.0631890835387097 0.0144223366555955 0.00528614568516129 -0.0312355313558871 -0.0743993316276855 0.0822162494317742 -0.102312339957527 -0.033609224013414 -0.0460184373601882 -0.546949124023441 -0.546949124023441 -0.649513470254301 -0.60372768978414 -0.763518378446237 -0.622413366483333 -0.537296986119355 -0.66170196130914 -0.659699975140591 -0.626362616834946 -0.741349388983871 -0.671693608696237 -0.709240307298387 -0.640282099969086 -0.586669720966667 -0.621439023082393 -0.697725853607258 -0.785467968501075 -0.606569760886559 -0.508495505565618 -0.604897041983871 -0.972539968172043 -0.959996639946237 -0.945302494408602 -0.641638553619086 -0.603976287419301 -0.75998263323871 -0.720319735869355 -0.675634822712366 -0.651010182123656 -0.726867409560215 -0.79317795904086 -0.739548745465054 -0.590312263895323 -0.590312263895323 -0.62464302137793 -0.659433327900538 -0.782646562685484 -0.601902962234005 -0.526221632746935 -0.608241911667742 -0.655359754264355 -0.606892112025 -0.777566338075269 -0.737516079327957 -0.661953353332527 -0.688396350922043 -0.65762065061371 -0.631969936404704 -0.694834041943548 -0.795164005862903
"24" 24 0.289123485538058 -0.0180297589295478 -0.110434859581365 0.678647152863517 0.0174574638304619 0.109531059025906 0.0773077448699213 0.00769145254955381 -0.0148931407855958 -0.0296457957955906 -0.072748646784252 0.0833256519532808 -0.0954699802049869 -0.0422790024342782 -0.0491824526130709 -0.5812147129921 -0.5812147129921 -0.674644897267638 -0.639671724864042 -0.785501345343832 -0.64848788138189 -0.575231836872178 -0.68671280117664 -0.678019284549157 -0.659999058631496 -0.759626227986352 -0.702592772315486 -0.73346975888189 -0.681859176706299 -0.613198293082152 -0.649016256349869 -0.72247342321916 -0.803197853782677 -0.633620732753281 -0.549844188621732 -0.637973551013123 -0.968348269632546 -0.959739815643045 -0.938263575091864 -0.663668964810761 -0.641506401910499 -0.777939261139108 -0.743543067952756 -0.706219799514173 -0.689325858362205 -0.759054834060367 -0.808715183713911 -0.763402932493438 -0.618459279839895 -0.618459279839895 -0.655661537967979 -0.686018372152441 -0.803099919430446 -0.629290037088976 -0.566617584916273 -0.642548182402887 -0.679317405661942 -0.646223462597533 -0.795150448970341 -0.758657706393701 -0.695859906967979 -0.721999681800525 -0.682159420275591 -0.666956210872966 -0.718989212821522 -0.817323151125984
"25" 25 0.288889756968215 -0.0172523506866088 -0.109505966521271 0.68134985997066 0.012182333898044 0.0929528560346944 0.0838914319298289 0.00409694186574328 -0.000436694520831296 -0.0446904376655012 -0.0673434387874572 0.086334090309291 -0.0888048512437653 -0.0439238251981394 -0.0535131217561858 -0.556775854009267 -0.556775854009267 -0.647844807686308 -0.610828664618826 -0.760198451938875 -0.62252873952665 -0.542595979289975 -0.67457032717824 -0.653539092706846 -0.631749866559902 -0.746111059819804 -0.668640024509291 -0.707558188195355 -0.648056460063863 -0.591044009587775 -0.623469600159413 -0.692724256111491 -0.781021740548411 -0.606983508801516 -0.518044616125917 -0.630838826270905 -0.972167136479218 -0.962743866112469 -0.951139387334963 -0.635378172662127 -0.609963810951198 -0.764675268763325 -0.714944474987775 -0.684536857328851 -0.662232005445966 -0.734432405212714 -0.785168407596577 -0.736307115755746 -0.601377788376284 -0.601377788376284 -0.628784288214621 -0.656230536020782 -0.778695019696822 -0.602298620943276 -0.537031668088093 -0.638303847961614 -0.649583647379951 -0.613258876568949 -0.782112734530562 -0.731611692418093 -0.676043070360147 -0.699514934085575 -0.670748543197555 -0.639088827331883 -0.694294255825917 -0.79210646003423
"26" 26 0.294913160943878 -0.0173439104997449 -0.106781117058673 0.675400340079082 -0.0158861453281666 0.111219949541071 0.0855501384179082 -5.90004158163259e-05 -0.00400917974836225 -0.0208988331020918 -0.0791485599464235 0.0776249845027041 -0.0950196779808163 -0.0308803035158929 -0.0464982096966327 -0.541705317141582 -0.541705317141582 -0.643341138860969 -0.60249075795102 -0.760188226184439 -0.613546164082143 -0.537106827562143 -0.663677345270408 -0.650773507482143 -0.62492149127898 -0.741785269822194 -0.670420408658929 -0.705906105579337 -0.631444092594388 -0.578322419843367 -0.617447147015102 -0.693664493244974 -0.780514043850561 -0.590335988881888 -0.512874779120357 -0.614935140265179 -0.972220240127551 -0.962925524566327 -0.947767076530612 -0.630912870629311 -0.603997340693367 -0.762284062737245 -0.720484355364031 -0.682475314456378 -0.646769852872194 -0.725545444362245 -0.790249007418367 -0.727682820589286 -0.581483762967092 -0.581483762967092 -0.622507082988776 -0.656502555503316 -0.778795508503571 -0.582972338637755 -0.532173172121888 -0.621060360254311 -0.643910043614031 -0.608664403958929 -0.781559216134694 -0.738025504823725 -0.67421326717449 -0.68613092786199 -0.649453614656123 -0.632647772306122 -0.692838927958163 -0.793043178951531
"27" 27 0.298778312819149 -0.0176473308211702 -0.109706870120745 0.647122912385638 0.0106971869680851 0.0714386604336702 0.075313563893617 0.00181061857351862 -0.00384582301654255 -0.0297290746719415 -0.075652605600266 0.0829813735294681 -0.111286543392944 -0.0356877340544947 -0.0494955110221543 -0.524529927299867 -0.524529927299867 -0.631785044285904 -0.587450720330319 -0.751305026234043 -0.5956496178625 -0.526600344507819 -0.644586012061702 -0.634838588927926 -0.623373063288271 -0.72748027412234 -0.667335817310638 -0.688338979694415 -0.628024393703192 -0.560131170369947 -0.604803943001862 -0.684671885803191 -0.767896376374202 -0.57830255016516 -0.501655651917793 -0.589435777465957 -0.969604719707447 -0.954349931861702 -0.943093169547872 -0.617113122775266 -0.603069679892739 -0.748466368925532 -0.720281868821809 -0.664368815192021 -0.639051426458245 -0.726838110933511 -0.773063714255319 -0.730500707566489 -0.562140396380319 -0.562140396380319 -0.612259511977128 -0.649780921078989 -0.766347934145745 -0.57308895651117 -0.521621665647606 -0.594313943366755 -0.633852778613511 -0.608373585508777 -0.768411257223404 -0.738772794531915 -0.656227095012926 -0.677554133365691 -0.633056183367021 -0.625167022610372 -0.68945343475 -0.781871970662234
"28" 28 0.304890699109948 -0.0159134529485131 -0.108965385482246 0.69311825345288 -0.0141199452541885 0.0773830038082461 0.0710932483065445 0.000487770258578535 0.00286429478109948 -0.0481432802906387 -0.057119221599301 0.0889976096681937 -0.113638805001571 -0.032857858138822 -0.0209947786049476 -0.522575433051309 -0.522575433051309 -0.62666411098822 -0.594080242003403 -0.748615586494764 -0.588692482856545 -0.521034466434188 -0.653613498557068 -0.627243697020157 -0.611490548013717 -0.730535380951832 -0.65751454839267 -0.695960019107068 -0.633270653359686 -0.550372839661518 -0.593182188457068 -0.691413870048691 -0.7651149256911 -0.56851065722 -0.498144437891099 -0.605974869257853 -0.967044046282723 -0.953952717225131 -0.934583474256545 -0.608381282651309 -0.591451771823246 -0.751574723342932 -0.71403296983377 -0.67694327682199 -0.653310436034031 -0.714334135724084 -0.772816508081152 -0.722239943665707 -0.551534339585079 -0.551534339585079 -0.601631971358639 -0.664075367945812 -0.763020489303927 -0.562191203903665 -0.519122379519633 -0.613755271667539 -0.624496189658377 -0.598076442577251 -0.771505213980105 -0.733519363043089 -0.671225354341623 -0.693962308404188 -0.623751359308377 -0.616419304008534 -0.706368413703141 -0.777833476865183
"29" 29 0.307070706686047 -0.0132271165288953 -0.112251857019099 0.694772511921512 -0.0095277212875 0.0972847506508139 0.0861942519901163 0.015310076981157 -0.00699163456218023 -0.039616548136657 -0.0675228248117151 0.0907681582875 -0.099400105589593 -0.0333623047499419 -0.0364101457213954 -0.501580597986017 -0.501580597986017 -0.610237301348282 -0.583969552489331 -0.729776426 -0.568112533899128 -0.503766698960174 -0.642816308572529 -0.609242400396395 -0.601645829940407 -0.709648782601163 -0.64274935609593 -0.676973562772384 -0.607933983505233 -0.523966262427326 -0.573831204041279 -0.666648763371512 -0.74656452827907 -0.551331793928779 -0.473337170160756 -0.606000083527616 -0.962237760813954 -0.944777463302326 -0.931619433401163 -0.594252381189041 -0.575345312096512 -0.734445735514535 -0.706172206961919 -0.671016186946483 -0.633234404362791 -0.700906894005814 -0.755773426023256 -0.697459074253779 -0.528500642037791 -0.528500642037791 -0.58547953535 -0.640824657737791 -0.745662913831395 -0.546228799396802 -0.492399727611628 -0.619500875139535 -0.615711304462209 -0.576038403486628 -0.758282759537791 -0.7279653685 -0.672461003630814 -0.677404731383721 -0.606548841996221 -0.604267366930523 -0.688531287488372 -0.76328175477907
"30" 30 0.316262955248042 -0.0100220130996867 -0.117612000466841 0.629462339015666 0.0120133594167363 0.118706911250131 0.0712178158386423 0.0227473700844334 -0.00396471559387728 -0.0413424186121671 -0.0678451695971279 0.0917454428537859 -0.0885505030501306 -0.0546917045572324 -0.0548023442522715 -0.5400995683 -0.5400995683 -0.659240654530548 -0.619867950554856 -0.769150455788512 -0.629292314022454 -0.54470896638564 -0.67429335075953 -0.66788743042846 -0.635795986669713 -0.75059211842846 -0.682921881402089 -0.713875525837337 -0.64971170275953 -0.587091201444386 -0.630366070329608 -0.70382950931906 -0.784869844674935 -0.608413533043081 -0.518987516740992 -0.626793388208355 -0.948694962741514 -0.934348863201306 -0.919233893112272 -0.650121979516971 -0.617068729318642 -0.768793454224543 -0.733001527283029 -0.699816094154047 -0.665480556516971 -0.745851807660574 -0.788908244268929 -0.749562090715405 -0.583441694425587 -0.583441694425587 -0.637003575239948 -0.669183944352063 -0.783224833898172 -0.601915625259582 -0.537692628430026 -0.632992600622976 -0.66355869562141 -0.623309820817493 -0.785766982530026 -0.7503039214047 -0.696242200374674 -0.703307526580679 -0.649172307412533 -0.648912736467493 -0.705365651104778 -0.797386416398773
